Unnamed: 0,FORMULATION,Specific Capacity,FORMULATION_CANONICAL_SMILES,FORMULATION_MOLECULAR_FORMULA,FORMULATION_IUPAC_NAME,FORMULATION_INCHI,FORMULATION_SELFIES
31,<formulation_start>COCCC#N<sep>56.0<sep>CC1CCC(=O)O1<sep>42.0<sep>C(COCCOCCC#N)C#N<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,74.76,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>CC1CCC(=O)O1<sep>42.0<sep><smiles>N#CCCOCCOCCC#N<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C5H8O2<sep>42.0<sep><formula>C8H12N2O2<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>5-methyloxolan-2-one<sep>42.0<sep><iupac>3-[2-(2-cyanoethoxy)ethoxy]propanenitrile<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>,"<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C5H8O2/c1-4-2-3-5(6)7-4/h4H,2-3H2,1H3<sep>42.0<sep><inchi>InChI=1S/C8H12N2O2/c9-3-1-5-11-7-8-12-6-2-4-10/h1-2,5-8H2<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[C][C][C][C][C][=Branch1][C][=O][O][Ring1][=Branch1]<sep>42.0<sep><selfies>[N][#C][C][C][O][C][C][O][C][C][C][#N]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
71,<formulation_start>COCCC#N<sep>56.0<sep>COC(C)(C)C<sep>42.0<sep>C1CCC(=O)OCC1<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,114.52,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>COC(C)(C)C<sep>42.0<sep><smiles>O=C1CCCCCO1<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C5H12O<sep>42.0<sep><formula>C6H10O2<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>2-methoxy-2-methylpropane<sep>42.0<sep><iupac>oxepan-2-one<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>,"<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3<sep>42.0<sep><inchi>InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[C][O][C][Branch1][C][C][Branch1][C][C][C]<sep>42.0<sep><selfies>[O][=C][C][C][C][C][C][O][Ring1][#Branch1]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
57,<formulation_start>COCCC#N<sep>56.0<sep>OCCC#N<sep>42.0<sep>C1CCC(=O)OCC1<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,0,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>N#CCCO<sep>42.0<sep><smiles>O=C1CCCCCO1<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C3H5NO<sep>42.0<sep><formula>C6H10O2<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>3-hydroxypropanenitrile<sep>42.0<sep><iupac>oxepan-2-one<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>,"<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C3H5NO/c4-2-1-3-5/h5H,1,3H2<sep>42.0<sep><inchi>InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[N][#C][C][C][O]<sep>42.0<sep><selfies>[O][=C][C][C][C][C][C][O][Ring1][#Branch1]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
84,<formulation_start>C1COCO1<sep>56.0<sep>COC(C)(C)C<sep>38.0<sep>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,0,<formulation_start><smiles>C1COCO1<sep>56.0<sep><smiles>COC(C)(C)C<sep>38.0<sep><smiles>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C3H6O2<sep>56.0<sep><formula>C5H12O<sep>38.0<sep><formula>C2F6LiNO4S2<sep>4.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>1,3-dioxolane<sep>56.0<sep><iupac>2-methoxy-2-methylpropane<sep>38.0<sep><iupac>lithium;bis(trifluoromethylsulfonyl)azanide<sep>4.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2<sep>56.0<sep><inchi>InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3<sep>38.0<sep><inchi>InChI=1S/C2F6NO4S2.Li/c3-1(4,5)14(10,11)9-15(12,13)2(6,7)8;/q-1;+1<sep>4.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][C][O][C][O][Ring1][Branch1]<sep>56.0<sep><selfies>[C][O][C][Branch1][C][C][Branch1][C][C][C]<sep>38.0<sep><selfies>[Li][N][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F]<sep>4.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
94,<formulation_start>COCCOC<sep>20.13<sep>C1COCO1<sep>71.43<sep>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>3.72<sep>[Li+].O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2<sep>2.98<sep>[Li+].[N+](=O)([O-])[O-]<sep>1.74<formulation_end>,109,<formulation_start><smiles>COCCOC<sep>20.13<sep><smiles>C1COCO1<sep>71.43<sep><smiles>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>3.72<sep><smiles>O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>2.98<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>1.74<formulation_end>,<formulation_start><formula>C4H10O2<sep>20.13<sep><formula>C3H6O2<sep>71.43<sep><formula>C2F6LiNO4S2<sep>3.72<sep><formula>C4BLiO8<sep>2.98<sep><formula>LiNO3<sep>1.74<formulation_end>,"<formulation_start><iupac>1,2-dimethoxyethane<sep>20.13<sep><iupac>1,3-dioxolane<sep>71.43<sep><iupac>lithium;bis(trifluoromethylsulfonyl)azanide<sep>3.72<sep><iupac>lithium;1,4,6,9-tetraoxa-5-boranuidaspiro[4.4]nonane-2,3,7,8-tetrone<sep>2.98<sep><iupac>lithium;nitrate<sep>1.74<formulation_end>","<formulation_start><inchi>InChI=1S/C4H10O2/c1-5-3-4-6-2/h3-4H2,1-2H3<sep>20.13<sep><inchi>InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2<sep>71.43<sep><inchi>InChI=1S/C2F6NO4S2.Li/c3-1(4,5)14(10,11)9-15(12,13)2(6,7)8;/q-1;+1<sep>3.72<sep><inchi>InChI=1S/C4BO8.Li/c6-1-2(7)11-5(10-1)12-3(8)4(9)13-5;/q-1;+1<sep>2.98<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>1.74<formulation_end>",<formulation_start><selfies>[C][O][C][C][O][C]<sep>20.13<sep><selfies>[C][C][O][C][O][Ring1][Branch1]<sep>71.43<sep><selfies>[Li][N][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F]<sep>3.72<sep><selfies>[O][=C][O][B-1][Branch1][=Branch1][O][C][Ring1][Branch1][=O][O][C][=Branch1][C][=O][C][=Branch1][C][=O][O][Ring1][#Branch2].[Li+1]<sep>2.98<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>1.74<formulation_end>
32,<formulation_start>COCCC#N<sep>56.0<sep>CCOP(=O)(OCC)C(C)C#N<sep>42.0<sep>C(COCCOCCC#N)C#N<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,4.58749,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>CCOP(=O)(OCC)C(C)C#N<sep>42.0<sep><smiles>N#CCCOCCOCCC#N<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C7H14NO3P<sep>42.0<sep><formula>C8H12N2O2<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>2-diethoxyphosphorylpropanenitrile<sep>42.0<sep><iupac>3-[2-(2-cyanoethoxy)ethoxy]propanenitrile<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>,"<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C7H14NO3P/c1-4-10-12(9,11-5-2)7(3)6-8/h7H,4-5H2,1-3H3<sep>42.0<sep><inchi>InChI=1S/C8H12N2O2/c9-3-1-5-11-7-8-12-6-2-4-10/h1-2,5-8H2<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[C][C][O][P][=Branch1][C][=O][Branch1][Ring2][O][C][C][C][Branch1][C][C][C][#N]<sep>42.0<sep><selfies>[N][#C][C][C][O][C][C][O][C][C][C][#N]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
93,<formulation_start>C1COCO1<sep>77.66<sep>COCCOCCOCCOC<sep>13.2<sep>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.04<sep>[Li+].O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2<sep>3.23<sep>[Li+].[N+](=O)([O-])[O-]<sep>1.87<formulation_end>,116,<formulation_start><smiles>C1COCO1<sep>77.66<sep><smiles>COCCOCCOCCOC<sep>13.2<sep><smiles>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.04<sep><smiles>O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>3.23<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>1.87<formulation_end>,<formulation_start><formula>C3H6O2<sep>77.66<sep><formula>C8H18O4<sep>13.2<sep><formula>C2F6LiNO4S2<sep>4.04<sep><formula>C4BLiO8<sep>3.23<sep><formula>LiNO3<sep>1.87<formulation_end>,"<formulation_start><iupac>1,3-dioxolane<sep>77.66<sep><iupac>1-methoxy-2-[2-(2-methoxyethoxy)ethoxy]ethane<sep>13.2<sep><iupac>lithium;bis(trifluoromethylsulfonyl)azanide<sep>4.04<sep><iupac>lithium;1,4,6,9-tetraoxa-5-boranuidaspiro[4.4]nonane-2,3,7,8-tetrone<sep>3.23<sep><iupac>lithium;nitrate<sep>1.87<formulation_end>","<formulation_start><inchi>InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2<sep>77.66<sep><inchi>InChI=1S/C8H18O4/c1-9-3-5-11-7-8-12-6-4-10-2/h3-8H2,1-2H3<sep>13.2<sep><inchi>InChI=1S/C2F6NO4S2.Li/c3-1(4,5)14(10,11)9-15(12,13)2(6,7)8;/q-1;+1<sep>4.04<sep><inchi>InChI=1S/C4BO8.Li/c6-1-2(7)11-5(10-1)12-3(8)4(9)13-5;/q-1;+1<sep>3.23<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>1.87<formulation_end>",<formulation_start><selfies>[C][C][O][C][O][Ring1][Branch1]<sep>77.66<sep><selfies>[C][O][C][C][O][C][C][O][C][C][O][C]<sep>13.2<sep><selfies>[Li][N][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F]<sep>4.04<sep><selfies>[O][=C][O][B-1][Branch1][=Branch1][O][C][Ring1][Branch1][=O][O][C][=Branch1][C][=O][C][=Branch1][C][=O][O][Ring1][#Branch2].[Li+1]<sep>3.23<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>1.87<formulation_end>
14,<formulation_start>COCCC#N<sep>56.0<sep>CC1CCC(=O)N1C<sep>42.0<sep>C1=CC=NC=C1<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,79.67,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>CC1CCC(=O)N1C<sep>42.0<sep><smiles>c1ccncc1<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C6H11NO<sep>42.0<sep><formula>C5H5N<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>1,5-dimethylpyrrolidin-2-one<sep>42.0<sep><iupac>pyridine<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C6H11NO/c1-5-3-4-6(8)7(5)2/h5H,3-4H2,1-2H3<sep>42.0<sep><inchi>InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[C][C][C][C][C][=Branch1][C][=O][N][Ring1][=Branch1][C]<sep>42.0<sep><selfies>[C][=C][C][=N][C][=C][Ring1][=Branch1]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
75,<formulation_start>C1COCO1<sep>56.0<sep>COS(=O)OC<sep>38.0<sep>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,43,<formulation_start><smiles>C1COCO1<sep>56.0<sep><smiles>COS(=O)OC<sep>38.0<sep><smiles>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C3H6O2<sep>56.0<sep><formula>C2H6O3S<sep>38.0<sep><formula>C2F6LiNO4S2<sep>4.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>1,3-dioxolane<sep>56.0<sep><iupac>dimethyl sulfite<sep>38.0<sep><iupac>lithium;bis(trifluoromethylsulfonyl)azanide<sep>4.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2<sep>56.0<sep><inchi>InChI=1S/C2H6O3S/c1-4-6(3)5-2/h1-2H3<sep>38.0<sep><inchi>InChI=1S/C2F6NO4S2.Li/c3-1(4,5)14(10,11)9-15(12,13)2(6,7)8;/q-1;+1<sep>4.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][C][O][C][O][Ring1][Branch1]<sep>56.0<sep><selfies>[C][O][S][=Branch1][C][=O][O][C]<sep>38.0<sep><selfies>[Li][N][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F]<sep>4.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
19,<formulation_start>COCCC#N<sep>56.0<sep>CCCC1CCC(=O)O1<sep>42.0<sep>CC(=O)N(C)C<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,66.14,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>CCCC1CCC(=O)O1<sep>42.0<sep><smiles>CC(=O)N(C)C<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C7H12O2<sep>42.0<sep><formula>C4H9NO<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>5-propyloxolan-2-one<sep>42.0<sep><iupac>N,N-dimethylacetamide<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C7H12O2/c1-2-3-6-4-5-7(8)9-6/h6H,2-5H2,1H3<sep>42.0<sep><inchi>InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[C][C][C][C][C][C][C][=Branch1][C][=O][O][Ring1][=Branch1]<sep>42.0<sep><selfies>[C][C][=Branch1][C][=O][N][Branch1][C][C][C]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
29,<formulation_start>COCCC#N<sep>56.0<sep>CCOC(=O)OCC<sep>42.0<sep>CS(=O)C<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,125.93,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>CCOC(=O)OCC<sep>42.0<sep><smiles>CS(C)=O<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C5H10O3<sep>42.0<sep><formula>C2H6OS<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>diethyl carbonate<sep>42.0<sep><iupac>methylsulfinylmethane<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>,"<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C5H10O3/c1-3-7-5(6)8-4-2/h3-4H2,1-2H3<sep>42.0<sep><inchi>InChI=1S/C2H6OS/c1-4(2)3/h1-2H3<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[C][C][O][C][=Branch1][C][=O][O][C][C]<sep>42.0<sep><selfies>[C][S][Branch1][C][C][=O]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
49,<formulation_start>COCCC#N<sep>56.0<sep>C1=CC=C(C=C1)COC(=O)OC2=CC=CC=C2<sep>42.0<sep>C1CCC(=O)OCC1<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,0,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>O=C(OCc1ccccc1)Oc1ccccc1<sep>42.0<sep><smiles>O=C1CCCCCO1<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C14H12O3<sep>42.0<sep><formula>C6H10O2<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>benzyl phenyl carbonate<sep>42.0<sep><iupac>oxepan-2-one<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>,"<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C14H12O3/c15-14(17-13-9-5-2-6-10-13)16-11-12-7-3-1-4-8-12/h1-10H,11H2<sep>42.0<sep><inchi>InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[O][=C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1]<sep>42.0<sep><selfies>[O][=C][C][C][C][C][C][O][Ring1][#Branch1]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
108,<formulation_start><sep>COCCOCCOCCOCCOC<sep>15.22<sep>C1COCO1<sep>72.2<sep>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>5.56<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.55<sep>[Li+].O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2<sep>4.47<formulation_end>,88,<formulation_start><smiles>COCCOCCOCCOCCOC<sep>15.22<sep><smiles>C1COCO1<sep>72.2<sep><smiles>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>5.56<sep><smiles>[Li+].[N+](=O)([O-])[O-]<sep>2.55<sep><smiles>[Li+].O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2<sep>4.47<formulation_end>,<formulation_start><smiles>COCCOCCOCCOCCOC<sep>15.22<sep><smiles>C1COCO1<sep>72.2<sep><smiles>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>5.56<sep><smiles>[Li+].[N+](=O)([O-])[O-]<sep>2.55<sep><smiles>[Li+].O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2<sep>4.47<formulation_end>,<formulation_start><smiles>COCCOCCOCCOCCOC<sep>15.22<sep><smiles>C1COCO1<sep>72.2<sep><smiles>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>5.56<sep><smiles>[Li+].[N+](=O)([O-])[O-]<sep>2.55<sep><smiles>[Li+].O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2<sep>4.47<formulation_end>,<formulation_start><smiles>COCCOCCOCCOCCOC<sep>15.22<sep><smiles>C1COCO1<sep>72.2<sep><smiles>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>5.56<sep><smiles>[Li+].[N+](=O)([O-])[O-]<sep>2.55<sep><smiles>[Li+].O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2<sep>4.47<formulation_end>,<formulation_start><smiles>COCCOCCOCCOCCOC<sep>15.22<sep><smiles>C1COCO1<sep>72.2<sep><smiles>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>5.56<sep><smiles>[Li+].[N+](=O)([O-])[O-]<sep>2.55<sep><smiles>[Li+].O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2<sep>4.47<formulation_end>
